MOFid,metal,linker,logKH_CO2,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_6500000,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites
AGONAM_clean,[Cd],[O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Branch1][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-4.386650869236587,0.5962266884,4.0771703665,5.63222,4.90729,5.59904,1.43768,1370.35,953.171,0.0,0.0,0.568,0.395082,0.0,Cd,No, 
AHAMAY_clean,[Zn],[C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][=Branch2][P@][=Branch1][C][=O][Branch1][C][O][OH0][O],-3.999830658171568,0.6301343176,1.2885935947,4.44036,3.90831,4.43859,2.24993,500.113,222.279,0.0,0.0,0.401,0.178228,0.0,Zn,Yes,Zn
AHEBAS_clean,[Cu],[C][=Branch1][C][=O][Branch2][Ring2][=Branch1][C@H1][N][Branch2][Ring1][O][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][C][C][Ring2][Ring1][Ring1][OH0],-3.6618404421845727,1.7867975232000002,4.2135723776,5.90829,3.09493,5.90829,1.26607,0.0,0.0,1004.82,793.652,0.5054,0.399188,0.0,Cu,Yes,Cu
AHEQAH_clean,[Ho],[C][=C][Branch2][Ring1][C][C][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch2][Ring1][=Branch1][C][=C][Ring1][P][C][#C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-0.830728312466374,3.3917629008,13.8164752546,9.26829,6.21673,9.2669,0.759287,2415.98,3181.91,0.0,0.0,0.7146,0.941146,0.0,Ho,Yes,Ho
AHINIP_clean,[Zn],[N][=C][C][Branch1][Branch2][N][C][=N][C][=C][Ring1][Branch1][=C][C][=C][C][=C][C][=C][Branch1][Branch2][N][C][=N][C][=C][Ring1][Branch1][C][=N][C][Ring1][O][=C][Ring2][Ring1][Branch2][Ring1][#C],-3.8421837353017385,0.8886312863,1.8247056279,5.10577,2.92366,4.88107,1.25642,0.0,0.0,351.324,279.622,0.4582,0.364686,0.0,Zn,No, 
AHIYOH_clean,[Co],[C][=Branch1][C][=O][Branch1][#C][C][=C][C][=CH0][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][OH0],-3.7581075165996514,1.3680145669,2.9826211095,5.55847,4.74922,5.55001,1.42546,843.163,591.503,0.0,0.0,0.4554,0.319476,0.0,Co,Yes,Co
AHOBEG_clean,[Co],[C][=Branch1][C][=O][Branch2][Ring2][#C][C][=C][C][=Branch2][Ring2][Ring2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][Branch2][Ring1][Ring1][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],-3.2124509752759765,2.025567916,2.7090491379,4.70788,2.91605,4.70235,1.32229,0.0,0.0,537.879,406.78,0.4632,0.350302,0.0,Co,Yes,Co
AJAKON_clean,[Cd],[C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][=Branch2][N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-3.312802013439129,1.9890498257,4.0452020288,5.2765,4.32303,5.27104,1.36723,1066.44,780.005,8.76449,6.41042,0.5024,0.367459,0.0,Cd,Yes,Cd
AJAMEF_clean,[Co],[C][=C][C][Branch2][Ring1][Ring1][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][N][=C][Ring1][N][=C][C][=N][Ring2][Ring1][C],-1.691567922362594,2.6343305959,2.7221210926,4.35747,2.40322,4.35747,1.29455,0.0,0.0,353.37,272.967,0.4204,0.324745,0.0,Co,Yes,Co
AJAYIT_clean,[Cu][Er],[OH0][C][=Branch1][C][=O][C][N][C][C][=Branch1][C][=O][OH0],-4.496047337613115,0.3805261217,2.8338063169,7.12611,4.89301,7.12611,1.98392,840.751,423.782,0.0,0.0,0.4314,0.217448,0.0,"Cu,Er",No, 
AJIGIL_clean,[Co][Na],[P@@][=Branch1][C][=O][Branch2][Ring2][Ring2][O][C@H1][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Ring2][N][C][=N][C][=C][C][=Branch1][O][=C][Branch1][#Branch1][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][C][O][C@@H1][Ring1][P][C][O][Branch2][#Branch2][#Branch1][O][C@@H1][Branch2][=Branch2][P][C][N][C][=Branch1][C][=O][C][C][C@][Branch2][=Branch2][Ring2][/C][=C][Branch2][Branch2][=C][/CH0][NH0][/C][=Branch2][#Branch1][=Branch1][=C][Branch2][=Branch1][P][\CH0][NH0][/C][=Branch2][Branch1][Ring2][=C][Branch2][Ring2][#C][\CH0][NH0][C@@][Branch1][S][C@H1][Branch1][Ring2][NH0][/-Ring1][#C][C@@H1][Ring1][P][C][C][=Branch1][C][=O][N][Branch2][Ring1][#Branch1][C@@][Branch1][O][C@@H1][Ring1][N][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][C][/C][/C@][Branch1][N][C@@H1][Ring2][Ring1][=C][C][C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][/Br][/C][Branch1][N][C@@H1][Ring2][Ring2][#C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][\C][C][C][OH0],-3.9975833729275214,0.6607810559,3.944448178,6.71352,5.54656,6.70452,1.08988,996.607,914.419,0.0,0.0,0.4838,0.443902,0.0,"Na,Co",Yes,Na
AJOVEB_clean,[Cd],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-2.960720751191896,1.5109908489,2.4138894688,5.15455,4.85632,5.13093,1.95651,774.474,395.845,0.0,0.0,0.4138,0.211499,0.0,Cd,Yes,Cd
AJOXAA_clean,[Nd],[C][=Branch1][=C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][S][Ring1][Branch2][C][=Branch1][C][=O][OH0],-1.5332213227766045,4.0501164947,4.246258494,6.60857,4.38157,6.58169,1.52914,1380.73,902.948,0.0,0.0,0.5468,0.357587,0.0,Nd,Yes,Nd
AKEDIF_clean,[Zn],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][/C][=C][/C][=C][C][=C][Branch1][=Branch1][/C][=C][/CH0][C][=CH1][C][=C][Ring1][O],-3.90720569287094,1.6363233653,8.0035691362,5.94406,5.31262,5.94406,0.925851,1673.96,1808.02,0.0,0.0,0.5828,0.629475,0.0,Zn,No, 
AKOBAF_clean,[Cd],[C][=Branch1][Branch2][=C][N][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][#C][C][C][=Branch1][C][=O][N][C][=C][N][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][S],-2.601591206385834,3.6042517564,4.7388868547000005,4.84557,3.80044,4.84557,1.15061,997.702,867.108,0.0,0.0,0.498,0.432814,0.0,Cd,Yes,Cd
AKOHEO_clean,[Mo][Fe],[OH0][P][=Branch1][C][=O][Branch1][C][OH0][OH0],-3.747299848172821,1.6563346595,1.9839593881,5.56086,3.46237,5.08522,2.37535,1051.21,442.55,0.0,0.0,0.4804,0.202244,0.0,"Mo,Fe",Yes,Mo
ALAHUS_clean,[Tb],[C][=Branch1][C][=O][Branch2][Ring2][S][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][=Branch2][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],-1.0123900361557878,3.2549709951,5.1519507016,7.1812,5.45466,7.18023,1.36604,1533.73,1122.76,0.0,0.0,0.5724,0.41902,0.0,Tb,Yes,Tb
ALAMUW_clean,[Cu],[O][=C][Branch1][C][OH0][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][=Branch2],-4.431617553134295,0.5059435932,15.6756051821,11.92678,5.98269,11.92678,0.64997,2447.93,3766.22,0.0,0.0,0.761,1.17082,0.0,Cu,Yes,Cu
ALANAD_clean,[Zn],[N][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][Ring2][Ring1][C][=O][C][=C][Ring2][Ring1][#Branch1][C][Ring2][Ring2][#Branch1][=O],-3.198039542544823,2.4795453809,14.5495219597,8.58065,5.8094,8.54388,0.697286,2813.81,4035.37,0.0,0.0,0.7542,1.08162,0.0,Zn,Yes,Zn
ALEJEI_clean,[Cu],[C][=Branch1][C][=O][Branch2][#Branch1][#C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring2][=Branch1][=C][C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][=C][Ring2][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][OH0],-4.5690659173173245,0.3916479973,16.8208123132,18.06508,7.13825,11.29555,0.600782,2223.57,3701.13,0.0,0.0,0.783,1.3033,0.0,Cu,Yes,Cu
ALEJIM_clean,[Zn],[C][=Branch1][C][=O][Branch2][#Branch1][=N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring2][Ring2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][OH0],-4.168402144634975,0.9198870613,17.2258027434,18.20917,7.10984,11.84134,0.592075,2208.62,3730.3,0.0,0.0,0.783,1.32247,0.0,Zn,Yes,Zn
ALEQIT_clean,[Tb],[C][=Branch1][#C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-1.7525079137670827,1.7946012155000002,1.9036899773,5.78407,3.96262,5.7827,1.90553,677.8,355.702,0.0,0.0,0.434,0.227759,0.0,Tb,Yes,Tb
ALIXAU_clean_h,[Cu],[C][=Branch1][C][=O][CH1][CH1][N][=C][NH0][Ring1][#Branch1],-4.550890483473001,0.3406453257,4.3720862434,6.17139,3.91412,6.17139,1.43262,670.443,467.985,13.6022,9.49467,0.4726,0.329886,0.0,Cu,Yes,Cu
ALIXOJ_clean,[Ni],[C][=Branch2][Ring2][Branch2][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][O][C][=Branch1][C][=O][OH0],-3.029792176060609,3.363011456,8.5785579896,7.8603,5.01976,7.84665,0.979833,2007.79,2049.12,0.0,0.0,0.6394,0.65256,0.0,Ni,Yes,Ni
ALIXUP_clean,[Cu],[O][=C][Branch2][Ring2][#Branch2][C][=C][C][=Branch2][Ring1][#C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],-4.627948236246917,0.3552712444,3.8512307934,6.38387,5.75713,6.38387,1.33865,1367.26,1021.37,0.0,0.0,0.5492,0.410264,0.0,Cu,Yes,Cu
ALOLIY_clean,[Mn],[C][=Branch1][C][=O][Branch2][Ring2][=Branch2][C][=C][C][=Branch2][Ring1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],-1.6239233170558969,7.572518967,2.83102244,6.86569,5.12412,6.86243,1.19169,992.554,832.898,0.0,0.0,0.537,0.450621,0.0,Mn,Yes,Mn
ALUJEX_clean,[La],[C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-3.0541425950498216,3.1350938523,4.5310625944,5.99288,4.42191,5.93648,1.43356,1311.29,914.712,0.0,0.0,0.5364,0.374173,0.0,La,Yes,La
ALUJIB_clean,[Ce],[OH0][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-1.997855545471632,3.9750593895,4.6455193971,6.08943,4.42337,5.91878,1.4324,1320.62,921.959,0.0,0.0,0.5424,0.378664,0.0,Ce,Yes,Ce
ALUJOH_clean,[Nd],[OH0][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-1.829181101966331,4.3963932887,4.7440343769,6.14197,4.45081,6.02384,1.41539,1356.59,958.46,0.0,0.0,0.5526,0.390423,0.0,Nd,Yes,Nd
ALUKAU_clean,[Dy],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-1.0865745381303993,2.6922714227,2.425659456,4.78682,2.72791,4.78682,1.65289,0.0,0.0,650.746,393.703,0.4976,0.301049,0.0,Dy,Yes,Dy
ALUKIC_clean,[Ce],[N][=Branch1][P][=N][\C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][/C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-3.194590903890447,2.7076308501,17.4881507799,8.54387,6.77342,8.52787,0.56692,2883.21,5085.74,0.0,0.0,0.7934,1.39949,0.0,Ce,Yes,Ce
ALUKOI_clean,[Sm],[N][=Branch1][P][=N][\C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][/C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-3.522489502379397,1.9634279384,17.0917775403,8.54787,6.76817,8.5436,0.579939,2887.58,4979.11,0.0,0.0,0.7926,1.3667,0.0,Sm,Yes,Sm
ALUKUO_clean,[Eu],[N][=Branch1][P][=N][\C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][/C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-3.761933814353714,1.6452007599,16.998528611,8.54799,6.78315,8.52991,0.582411,2894.93,4970.58,0.0,0.0,0.7922,1.36021,0.0,Eu,Yes,Eu
ALULAV_clean,[Gd],[N][=Branch1][P][=N][\C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][/C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-4.469677333159612,0.5679834135,16.8728511969,8.53005,6.74275,8.5229,0.590909,2900.24,4908.1,0.0,0.0,0.7924,1.34099,0.0,Gd,Yes,Gd
ALULID_clean,[Ce],[NH0][Branch1][P][NH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-1.2695270069009164,3.0510246504,9.430972447,7.81513,5.26988,7.81513,0.929552,2122.82,2283.71,0.0,0.0,0.6652,0.715614,0.0,Ce,Yes,Ce
AMAFOK_clean,[Cu],[O][=C][Branch1][=Branch2][C][=C][N][=C][N][=C][Ring1][=Branch1][OH0],-4.06132769815254,0.9235926895,2.571972982,6.60314,5.66314,6.60314,1.49249,870.16,583.026,0.0,0.0,0.4392,0.294274,0.0,Cu,Yes,Cu
AMAGAX_clean,[Cu],[N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][N][=C][Ring1][=Branch2],-4.208562704845449,0.7882097694,3.3080420435,6.93247,6.0951,6.93247,1.45916,960.382,658.174,0.0,0.0,0.4598,0.315113,0.0,Cu,Yes,Cu
AMILUE_clean,[Zn],[N][C][N][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][N][Branch1][Ring2][C][Ring1][=Branch2][C][Ring1][Branch2],-2.391528524082477,1.0784325925,7.1542967596,11.39418,11.07263,11.39418,0.982365,1253.76,1276.27,0.0,0.0,0.6124,0.623394,0.0,Zn,Yes,Zn
AMIMEP_clean,[Zn],[N][C][N][C][N][Branch1][O][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],-2.479025461574456,1.0576365604,7.0610884733,11.21563,10.87494,11.21563,0.985981,1260.64,1278.57,0.0,0.0,0.6026,0.611168,0.0,Zn,Yes,Zn
AMIWID_clean,[Eu],[C][=Branch2][Ring1][=C][=C][Branch2][Ring1][Branch1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-1.018386587699618,2.2872242273,2.0273146841,4.855,3.30529,4.84395,2.19335,0.0,0.0,638.272,291.003,0.4344,0.198053,0.0,Eu,Yes,Eu
AMIWOJ_clean,[Gd],[C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch2][Ring1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][N][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-2.1537123829391303,2.1230800222,2.0666500269,4.90585,3.36795,4.88479,2.21508,656.085,296.19,0.0,0.0,0.4318,0.194937,0.0,Gd,Yes,Gd
AMIWUP_clean,[Tb],[OH0][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][#C],-1.471685047234077,2.2649925115,2.0731322922,4.90473,3.38477,4.88556,2.24381,660.754,294.479,0.0,0.0,0.436,0.194313,0.0,Tb,Yes,Tb
AMIXAW_clean,[Dy],[OH0][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][N][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=Branch1][C][=O][OH0],-1.3852704202546442,2.1226339773,2.0368044466,4.89298,3.37247,4.78022,2.28626,664.516,290.657,0.0,0.0,0.4276,0.18703,0.0,Dy,Yes,Dy
AMIXEA_clean,[Ho],[O][=C][Branch1][C][OH0][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][#C],-1.521375794688192,2.096455066,2.0068441031,4.88241,3.37465,4.70735,2.31747,652.197,281.426,0.0,0.0,0.4168,0.179851,0.0,Ho,Yes,Ho
AMODUC_clean,[Tb],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=C][/C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-3.843750778946922,1.5463724583,18.085149092,8.56321,6.70069,8.56321,0.575734,2862.5,4971.91,0.0,0.0,0.7896,1.37147,0.000694765,Tb,Yes,Tb
AMOFAK_clean,[Eu],[C][=Branch1][C][=O][Branch2][Ring1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=C][/C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][OH0],-3.321873299892479,1.7578329914,17.996642145,8.38842,6.72694,8.33928,0.577283,2917.64,5054.09,0.0,0.0,0.7804,1.35185,0.0,Eu,Yes,Eu
AMOYOR_clean,[Zn],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][/C][=C][/C][=C][C][=C][Branch1][=Branch1][/C][=C][/CH0][C][=CH1][C][=C][Ring1][O],-3.775992967105425,1.833398993,3.1242518523,4.82905,4.48972,4.82035,1.16972,759.125,648.979,0.0,0.0,0.4596,0.392914,0.0,Zn,No, 
AMUFAR_clean,[Co],[C][=Branch1][C][=O][Branch2][Ring1][=N][C@H1][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Ring1][=C][OH0],-2.7528519405567544,2.2781674622,3.0447093136,4.38732,2.9867,4.29143,1.41757,0.0,0.0,601.613,424.399,0.4486,0.316458,0.0,Co,Yes,Co
AMUFEV_clean,[Co],[C][=Branch1][C][=O][Branch2][Ring1][O][C@H1][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C@H1][Ring1][O][C][=Branch1][C][=O][OH0][OH0],-2.906137239662866,2.0411538113,2.1754440138,3.97307,3.18062,3.97307,1.5412,0.0,0.0,402.245,260.994,0.4268,0.276926,0.0,Co,Yes,Co
AMUFIZ_clean,[Co],[C][=Branch1][C][=O][Branch2][Ring1][O][C@@H1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C@@H1][Ring1][O][C][=Branch1][C][=O][OH0][OH0],-2.8819734900511307,1.8385857278,2.0246383595,3.98894,3.09876,3.95983,1.58987,0.0,0.0,285.405,179.515,0.4036,0.253857,0.0,Co,Yes,Co
AMUFOF_clean,[Co],[C][=Branch1][C][=O][Branch2][Ring1][O][C@H1][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C@H1][Ring1][O][C][=Branch1][C][=O][OH0][OH0],-3.5613658974099414,2.1394858906,4.0568096464,5.11388,4.36379,5.09892,1.34461,989.368,735.801,0.0,0.0,0.4928,0.366499,0.0,Co,Yes,Co
AMUPOP_clean,[Zn],[C][=Branch2][Branch1][P][=C][Branch2][Ring2][#C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][=C][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.608597307149831,1.2561477921,3.1081679033,4.74814,3.78436,4.74702,1.30283,544.632,418.038,0.0,0.0,0.4486,0.344328,0.0,Zn,Yes,Zn
AMUWUB_clean,[Cu],[OH0][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=N][Ring1][#C],-4.805735483974483,0.235205334,7.3623734755,10.40349,8.69532,10.40349,0.914151,1431.03,1565.42,0.0,0.0,0.6498,0.710823,0.0,Cu,Yes,Cu
AMUXAI_clean,[Cu],[N][=C][C][=C][Branch2][Ring1][C][/C][=C][/C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring1][P],-4.818974341149957,0.2318948226,5.7108489967,8.64297,7.79614,8.57936,1.02442,1402.26,1368.83,0.421846,0.411789,0.5964,0.582182,0.0,Cu,Yes,Cu
ANAWIX_clean,[In],[C][=Branch1][C][=O][Branch2][Ring1][O][C][=C][Branch2][Ring1][Branch1][C][=Branch1][P][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][F][F][C][=Branch1][C][=O][OH0][F][F][OH0],-2.1502655759077065,4.4373375703,3.8105496498,5.45667,5.01969,5.45432,1.52823,1486.52,972.705,0.0,0.0,0.5628,0.368269,0.0,In,Yes,In
ANENEN_clean,[La],[CH0][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch2][Ring1][Branch1][CH0][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][O][C][O][C],-3.046612927522401,2.1151800334,3.1361695451,6.01479,4.21811,6.00446,1.32355,832.511,628.996,0.0,0.0,0.48,0.36266,0.0,La,Yes,La
