MOFid,metal,linker,logKH_CO2,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_6500000,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,metal_ids,metal_oms_flags,linker_ids
ATIRUS_clean,[Tb],[C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.1799859401997987,0.3377345947290884,-1.1470506578888993,-0.7373270475730933,-0.5364538790975129,-0.7285739560286506,1.549377741414861,-1.0140800756132822,-0.8709603211733966,-0.4723287580722015,-0.43100109146521265,-1.232032416120943,-0.6963554120533038,-0.025221413132076057,Tb,Yes,Tb,"[46, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[47, 24, 37, 24, 47, 24, 37, 37, 47, 27, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ATOWIQ_clean,[Zn],[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][O],-1.0220836770528572,-0.9859034986573685,0.9472890625089975,0.6992845178991397,1.1739744003705523,0.7451557362941896,-0.8878182716390501,0.7555005912773102,0.670267510130027,-0.4723287580722015,-0.43100109146521265,1.0447613738576333,0.4815275494742415,-0.025221413132076057,Zn,Yes,Zn,"[54, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[47, 24, 47, 20, 61, 24, 47, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ATUXIY_clean,[Eu],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.133925472533991,1.1804412314528065,-0.23220699838067996,-0.4653691472932757,-0.4843576780124037,-0.4527091237710594,0.54134363215779,0.4383620139360466,-0.2084469756028962,-0.4723287580722015,-0.43100109146521265,-0.263638497631228,-0.4218322559893832,-0.025221413132076057,Eu,Yes,Eu,"[16, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[47, 21, 67, 20, 24, 47, 20, 27, 24, 37, 37, 47, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 61, 47, 24, 47, 20, 27, 24, 47, 20, 68, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ATUXOE_clean,[Eu][K],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.3391538977219475,0.1664992450595914,-0.8194461386396873,-0.786010764645985,-0.9590840982132615,-0.7785155276457362,0.853126087149661,-1.4132139926810485,-1.001029708917485,0.3069267895789273,0.14802645620475657,-1.5702582332405124,-0.6581220329838305,-0.025221413132076057,"Eu,K",Yes,"Eu,K","[16, 24, 0, 0, 0]","[1.0, 1.0, 0.0, 0.0, 0.0]","[47, 21, 67, 20, 24, 47, 20, 27, 24, 37, 37, 47, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 61, 47, 24, 47, 20, 27, 24, 47, 20, 68, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ATUXUK_clean,[K][Tb],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.0355275595158842,0.06796587856662886,-0.8269841370027515,-0.7968510169424197,-0.9755752873153087,-0.7896358625125066,0.937968494448711,-1.4132139926810485,-1.001029708917485,0.2991177844072618,0.1287606432933173,-1.66816570661723,-0.6817292200602839,-0.025221413132076057,"Tb,K",Yes,"Tb,K","[24, 46, 0, 0, 0]","[1.0, 1.0, 0.0, 0.0, 0.0]","[47, 21, 67, 20, 24, 47, 20, 27, 24, 37, 37, 47, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 61, 47, 24, 47, 20, 27, 24, 47, 20, 68, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ATUYAR_clean,[K][Gd],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],0.43505253538488553,0.2088276208796042,-0.6760416442391152,-0.8163854960741559,-1.0050098955530342,-0.8150107344668984,0.931251975561025,-1.4132139926810485,-1.001029708917485,0.19056819649556578,0.05089230908663524,-1.6539246195806165,-0.6790532500966486,-0.025221413132076057,"Gd,K",Yes,"Gd,K","[24, 19, 0, 0, 0]","[1.0, 1.0, 0.0, 0.0, 0.0]","[47, 21, 67, 20, 24, 47, 20, 27, 24, 37, 37, 47, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 61, 47, 24, 47, 20, 27, 24, 47, 20, 68, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AVAGUB_clean,[Ag],[C][=C][Branch1][#Branch1][C][=C][N][=C][Ring1][=Branch1][C][=N][N][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][N][Ring1][O][C][=N][C][=C][C][=C][Ring1][=Branch1],-0.2559639904199127,-0.17842137244286352,-0.49021216390134303,-0.6492750581592556,-0.2810823414225761,-0.6395446535722314,0.08284850538919902,-0.042599232095148876,-0.31673377034613975,-0.4723287580722015,-0.43100109146521265,-0.7104526034049754,-0.38227718399266564,-0.025221413132076057,Ag,Yes,Ag,"[1, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[47, 24, 37, 1, 47, 24, 57, 24, 67, 20, 47, 27, 57, 24, 37, 21, 47, 24, 47, 27, 47, 24, 67, 20, 57, 67, 61, 47, 27, 47, 24, 47, 24, 67, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AVAKAL_clean,[Cu],[C][=C][C][Branch2][=Branch1][Ring1][C][=C][C][=C][Branch2][Branch1][#Branch1][N][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring1][#C][C][=C][C][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring1][#C][C][=C][Ring2][Ring2][Branch1][=C][C][=C][Ring2][Ring2][O][C][=Branch1][C][=O][OH0],-1.4539554101445449,-1.1992427193025672,5.289898833572551,5.416031055206102,3.2450020932146266,5.583770146937097,-2.2462280358279094,0.12012771422691071,3.93687578045088,-0.4723287580722015,-0.43100109146521265,3.1079388582870076,7.845295908720251,-0.025221413132076057,Cu,Yes,Cu,"[13, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[47, 24, 47, 38, 20, 67, 47, 24, 47, 24, 38, 37, 1, 57, 38, 67, 2, 47, 24, 47, 24, 37, 72, 47, 24, 47, 24, 37, 20, 47, 20, 47, 28, 59, 47, 24, 67, 21, 47, 24, 67, 4, 47, 24, 47, 24, 37, 72, 47, 24, 47, 24, 37, 20, 47, 20, 47, 28, 59, 47, 24, 67, 21, 47, 24, 67, 4, 47, 24, 68, 68, 37, 24, 47, 24, 68, 68, 61, 47, 20, 47, 28, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AVAKEP_clean,[Cu],[C][=Branch1][C][=O][Branch2][Branch2][#Branch2][C][=C][C][=C][Branch2][#Branch1][=C][C][=C][C][=C][N][C][=C][Branch1][=C][C][Branch1][C][C][Branch1][#Branch1][C][Ring1][#Branch1][=C][Ring1][O][C][C][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][Ring2][C][Branch2][Ring2][Branch2][C][=C][Ring2][Ring1][Branch2][C][Branch1][=Branch2][C][Ring2][Ring1][N][Branch1][C][C][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][=C][Ring2][Ring1][C][Branch1][C][C][C][C][=C][Ring2][Branch1][Ring2][OH0],-1.2988838298857295,-1.1516279906823867,4.965746928587751,5.111840417243606,3.210445285994356,5.271720052070571,-2.1688047035333247,0.3167246564092103,3.7154717346653925,-0.4723287580722015,-0.43100109146521265,2.9050033680152656,6.280749542995167,-0.025221413132076057,Cu,Yes,Cu,"[13, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[47, 20, 47, 28, 38, 38, 2, 47, 24, 47, 24, 38, 1, 24, 47, 24, 47, 24, 57, 47, 24, 37, 24, 47, 37, 47, 47, 37, 1, 47, 67, 1, 24, 67, 61, 47, 47, 24, 37, 72, 47, 24, 47, 24, 37, 20, 47, 20, 47, 28, 59, 47, 24, 67, 21, 47, 24, 68, 67, 68, 47, 38, 68, 38, 47, 24, 68, 67, 38, 47, 37, 21, 47, 68, 67, 57, 37, 47, 47, 47, 24, 47, 37, 72, 47, 24, 47, 24, 37, 20, 47, 20, 47, 28, 59, 47, 24, 67, 21, 24, 68, 67, 47, 37, 47, 47, 47, 47, 24, 68, 37, 68, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AVEQID_clean,[Zn],[N][C][=C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=C][Branch2][Branch1][#C][C][=C][C][=Branch2][Ring2][Ring1][=C][Branch1][C][N][C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][Ring1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=C][Ring2][Ring2][P][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-0.1332429803043706,0.5102855592489571,1.398904469902206,0.13484028957313804,0.5512431651612011,0.07308661053776828,-1.0227502516980445,1.3375361383982662,1.2920789755285982,-0.4723287580722015,-0.43100109146521265,1.2298955053336076,0.6652163917725442,-0.025221413132076057,Zn,Yes,Zn,"[54, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[57, 47, 24, 38, 67, 1, 47, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 47, 20, 68, 24, 67, 21, 47, 20, 47, 28, 59, 47, 24, 38, 37, 4, 47, 24, 47, 21, 68, 67, 24, 37, 47, 57, 47, 38, 67, 1, 47, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 47, 20, 68, 24, 67, 21, 47, 20, 47, 28, 59, 24, 68, 67, 67, 47, 24, 47, 20, 27, 24, 47, 20, 68, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 47, 24, 68, 68, 66, 47, 24, 47, 20, 27, 24, 47, 20, 68, 24, 67, 20, 47, 20, 47, 28, 59, 47, 20, 47, 28, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AVESOL_clean,[Zn],[OH0][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N],-0.3046524848230405,0.35008463415590835,0.9660133662373634,-0.3389145969960016,-0.2742541573605085,-0.32649520587188613,-0.706946126501032,1.492106040426163,1.032006883107175,-0.4723287580722015,-0.43100109146521265,0.870308057659118,0.2925050958100632,-0.025221413132076057,Zn,Yes,Zn,"[54, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[59, 47, 20, 47, 28, 47, 24, 47, 21, 67, 24, 24, 47, 20, 68, 24, 67, 20, 47, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 67, 57, 47, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 67, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AVESUR_clean,[Cd],[C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch2][Ring2][Branch2][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][=C][Ring2][Ring1][P],-0.23285942319104144,0.5064678506690812,0.34680595095933775,-0.2075693676215132,-0.3684185925085605,-0.18562411307668286,-0.2329927048814265,1.3732566875909131,0.5701859854300345,-0.4723287580722015,-0.43100109146521265,0.5196212893825117,-0.049342939270460746,-0.025221413132076057,Cd,Yes,Cd,"[8, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[47, 37, 20, 47, 20, 47, 28, 59, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 47, 38, 68, 38, 47, 24, 47, 20, 27, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 67, 21, 47, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 67, 57, 24, 68, 67, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AVETAY_clean,[Zn],[C][=Branch1][C][=O][Branch2][Branch1][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][N][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],-0.41891959818672536,-0.04177168173036316,0.49786736318608,-0.4028237999720909,-0.37031130232315473,-0.38859991531277177,-0.5850330675620641,0.7032711584087157,0.39355717934538087,-0.47111965027804387,-0.4294839882705504,0.4074727289691813,0.10564948540410977,-0.025221413132076057,Zn,Yes,Zn,"[54, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[47, 20, 47, 28, 38, 37, 24, 47, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 47, 20, 68, 24, 67, 21, 47, 24, 47, 37, 20, 47, 20, 47, 28, 61, 24, 37, 20, 47, 20, 47, 28, 61, 47, 24, 67, 57, 47, 24, 47, 20, 27, 24, 47, 37, 20, 47, 20, 47, 28, 59, 24, 67, 21, 47, 20, 47, 28, 59, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
